name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"23.077302, 76.851043",2022-05-21,40.3,29.3,34.9,38.3,29.6,33.7,11.4,26.2,0,0,0,,0,0,59.8,34.6,253.6,1000.7,4.8,8.6,334,28.8,10,10,2022-05-21T05:39:21,2022-05-21T18:59:19,0.68,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote,42665099999"
"23.077302, 76.851043",2022-05-22,39,26.7,32.8,38.8,26.7,32.9,15.6,38.7,0,0,0,,0,0,58.7,37.1,247.9,999.5,7.8,8.7,332.3,28.5,10,10,2022-05-22T05:39:01,2022-05-22T18:59:47,0.71,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote,42665099999"
"23.077302, 76.851043",2022-05-23,39.3,26.9,31.2,39.1,27.3,32.1,17.4,45.8,0,0,0,,0,0,48.6,28.4,222.2,1000.2,40.5,9.3,329,28.5,10,30,2022-05-23T05:38:43,2022-05-23T19:00:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote,42665099999"
"23.077302, 76.851043",2022-05-24,38,19.5,30.8,38.4,19.5,30.8,15.8,46.4,2,100,4.17,rain,0,0,41.4,27,290,1004.5,39.6,9.2,325.9,28.1,10,60,2022-05-24T05:38:25,2022-05-24T19:00:42,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote,42665099999"
"23.077302, 76.851043",2022-05-25,38.4,27,33.4,38.3,27.3,33.2,14.7,34.7,0,0,0,,0,0,42.8,24.5,279.2,1005.9,25.6,9.4,331,28.4,10,30,2022-05-25T05:38:09,2022-05-25T19:01:10,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote,42665099999"
"23.077302, 76.851043",2022-05-26,40,28,34.5,38.3,28,33.8,13.2,29.7,0,0,0,,0,0,45.7,25.9,263.5,1004.8,31.5,10.2,307.2,26.6,10,10,2022-05-26T05:37:54,2022-05-26T19:01:37,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-05-27,38,27.7,33.4,38.5,28.2,33,14.1,32.6,0,0,0,,0,0,48.2,28.1,252.3,1003.9,13.2,8.6,331.8,28.6,10,10,2022-05-27T05:37:40,2022-05-27T19:02:04,0.89,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-05-28,38,27.8,32.9,38.5,28.8,33.3,16.3,39.2,0,0,0,,0,0,46.1,29.5,236,1003.4,12.2,8.6,331.4,28.6,10,10,2022-05-28T05:37:27,2022-05-28T19:02:31,0.92,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-05-29,39.1,26.7,33,39.7,26.7,33.7,17.2,41,0,0,0,,0,0,43.6,29.5,240.5,1003.2,8.6,10.9,327.3,28.2,10,10,2022-05-29T05:37:15,2022-05-29T19:02:58,0.96,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-05-30,40.4,28.1,34.3,39.8,29.4,34.5,15.2,35,0,0,0,,0,0,46.4,25.2,255.9,1003,17.5,10.9,323,27.8,10,10,2022-05-30T05:37:04,2022-05-30T19:03:24,0,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-05-31,40,28.9,34.6,38.4,29.9,33.8,12.4,28.8,0,0,0,,0,0,52.9,27,282.7,1002.7,32.9,9.4,322.8,27.9,10,10,2022-05-31T05:36:55,2022-05-31T19:03:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-01,42,29,34.8,39.6,28.2,33.6,11.5,26.3,0,0,0,,0,0,50,22.3,268.2,1002.9,40,8.6,323.9,27.9,10,10,2022-06-01T05:36:47,2022-06-01T19:04:16,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-02,42,29.4,35.8,39,28,33.7,7.4,18.8,0,0,0,,0,0,52.9,30.6,280.2,1003.1,28.5,8.7,329.7,28.4,10,10,2022-06-02T05:36:40,2022-06-02T19:04:42,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-03,41.3,30.3,36.2,39.5,28.9,34.2,8,18.5,0,0,0,,0,0,54,29.5,261.6,1002.1,35,9.4,331.4,28.6,10,10,2022-06-03T05:36:34,2022-06-03T19:05:07,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-04,41.1,30,35.6,39.4,29.1,33.9,9.2,20.9,0,0,0,,0,0,50.4,33.5,272.6,1002.6,35.3,8.6,286.8,24.7,10,10,2022-06-04T05:36:29,2022-06-04T19:05:31,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-05,41.5,29,35.5,39.3,27.7,33.5,7.6,18.8,0,0,0,,0,0,49.7,22.3,277.9,1003.2,31.1,9.4,334.5,28.7,10,10,2022-06-05T05:36:25,2022-06-05T19:05:56,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-06,42,30,36.2,39.3,28.4,33.9,6.2,16.7,0,0,0,,0,0,50.8,43.2,274.7,1002.5,18.5,10.1,333.8,28.8,10,10,2022-06-06T05:36:22,2022-06-06T19:06:19,0.23,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-07,41.9,29,35.5,39.5,28.2,33.7,8.9,21.6,0,0,0,,0,0,54.7,29.9,272.7,1002.5,14.4,10.9,335.7,29,10,10,2022-06-07T05:36:21,2022-06-07T19:06:42,0.25,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-08,41,31,35.6,40.3,30.5,34.9,12.8,26.8,0,0,0,,0,0,49.3,28.8,265.4,1002.7,13.8,9.4,310.9,26.9,10,30,2022-06-08T05:36:20,2022-06-08T19:07:05,0.29,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-09,40,30.4,35,39.1,31.2,34.8,14.3,30.8,0,0,0,,0,0,46.1,31.7,255.9,1001.9,17.4,8.6,330.4,28.5,10,10,2022-06-09T05:36:21,2022-06-09T19:07:27,0.33,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-10,40.3,30,35.3,39.7,30.7,35.3,15,31.3,0,0,0,,0,0,44.3,35.3,266,1001.5,30.4,13.2,296.3,25.7,10,10,2022-06-10T05:36:23,2022-06-10T19:07:49,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-11,40.4,25.5,31.8,41.7,25.5,32.8,18.4,47.1,0.4,100,4.17,rain,0,0,40.7,25.9,236.6,1002.7,56.1,13.2,208.3,17.9,9,30,2022-06-11T05:36:26,2022-06-11T19:08:10,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-12,34.8,24.4,28.5,35.1,24.4,30,20.2,61.8,0,0,0,,0,0,39.2,23.4,216.8,1004.9,64.6,9.4,236.7,20.2,9,10,2022-06-12T05:36:29,2022-06-12T19:08:30,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-13,37,25.5,30.9,38.7,25.5,32.7,19.8,52.8,0.1,100,4.17,rain,0,0,24.8,18.4,244.2,1005.7,62.7,9.4,209.2,17.8,9,30,2022-06-13T05:36:34,2022-06-13T19:08:50,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-14,37.4,26,32.1,40.1,26,33.7,19.4,48.8,0,0,0,,0,0,36.4,22.3,251.5,1005.3,43.8,9.4,262.6,22.8,10,30,2022-06-14T05:36:40,2022-06-14T19:09:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-15,37.1,27.3,32.2,39.1,29.6,33.8,19,47.2,0.3,100,4.17,rain,0,0,42.8,29.5,244.1,1003.9,43.6,10.4,247,21.4,10,30,2022-06-15T05:36:47,2022-06-15T19:09:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-16,37.5,25,30,39.6,25,31.8,20.7,59.6,0.4,100,4.17,rain,0,0,28.8,29.5,216,1003.9,67.7,9.3,172,14.9,9,30,2022-06-16T05:36:55,2022-06-16T19:09:44,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-17,35.8,22,28.3,39.6,22,30,21.7,69.4,11,100,4.17,rain,0,0,24.5,36.5,185,1004.2,67.7,8.9,202.1,17.5,9,30,2022-06-17T05:37:03,2022-06-17T19:10:01,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-18,33.3,25.1,29.1,35.8,25.1,31.4,21.7,65.3,3,100,4.17,rain,0,0,27.4,20.5,217.9,1003.8,81.4,14.1,250,21.4,9,30,2022-06-18T05:37:13,2022-06-18T19:10:17,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-19,33,23,28.4,37.6,23,30.6,21.8,68.3,4,100,8.33,rain,0,0,40,25.9,207.5,1004.4,77.2,9.2,198.6,17.1,9,30,2022-06-19T05:37:23,2022-06-19T19:10:32,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-20,32.8,22,26.7,36.5,22,28.2,21.9,76.5,30,100,4.17,rain,0,0,31.3,22.3,217.3,1002.6,63.7,9,164.3,14.3,9,30,2022-06-20T05:37:35,2022-06-20T19:10:46,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-21,32,23.1,28,34.9,23.1,29.7,21.4,68.4,4.1,100,16.67,rain,0,0,31.7,22.3,226.9,1001.4,53.8,9.6,195,16.9,9,30,2022-06-21T05:37:47,2022-06-21T19:10:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-22,35.1,22,28.6,38.6,22,30.3,21.3,67.2,10,100,8.33,rain,0,0,21.6,18.4,253.1,1004,52,9.1,227.8,19.6,10,30,2022-06-22T05:38:00,2022-06-22T19:11:12,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-23,35.3,23.7,28.1,39.5,23.7,29.5,21.1,67.7,10,100,4.17,rain,0,0,55.4,37.1,284.7,1005.2,61,10,274,23.7,10,30,2022-06-23T05:38:14,2022-06-23T19:11:23,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-24,37,23.7,30.6,38,23.7,31.8,19.5,55,0,0,0,,0,0,31.3,16.6,295.6,1003.2,37.5,9.9,308.3,26.8,10,10,2022-06-24T05:38:29,2022-06-24T19:11:34,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-25,37,25.1,31.6,36.2,25.1,32.8,18.8,49.5,0,0,0,,0,0,42.8,14.8,221.5,1000.5,36.5,9.9,315.9,27.3,10,30,2022-06-25T05:38:45,2022-06-25T19:11:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-26,37,28,31.7,38.6,29.7,33.8,20,51.2,0,0,0,rain,0,0,42.1,22.7,201.3,1000.6,72.2,9.4,261.4,22.7,10,30,2022-06-26T05:39:01,2022-06-26T19:11:52,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-27,34.5,25.5,30.3,39,25.5,33.1,21.5,60.6,4.3,100,16.67,rain,0,0,25.6,20.5,205.1,1002.4,64.4,10.1,228.9,19.9,10,30,2022-06-27T05:39:18,2022-06-27T19:12:00,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-28,34.3,26.8,28.8,40.4,29.4,32.5,23.3,73.1,7,100,4.17,rain,0,0,37.1,22.3,224.8,1002.6,71.4,9.9,208.9,18,9,30,2022-06-28T05:39:35,2022-06-28T19:12:06,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-29,32.5,26,29,37,26,32.2,22.8,69.8,0.2,100,8.33,rain,0,0,44.6,24.8,246.9,1001.5,87.2,9.4,136.2,11.8,5,30,2022-06-29T05:39:54,2022-06-29T19:12:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-06-30,27.4,24.4,25.9,30.8,24.4,26.3,22.8,83.1,2,100,4.17,rain,0,0,31.7,29.5,205.3,1001.8,91.6,6.7,21.2,1.9,1,10,2022-06-30T05:40:13,2022-06-30T19:12:17,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-01,31.3,23.5,26.2,35,23.5,27.2,22.9,82.6,1,100,4.17,rain,0,0,29.5,22.3,257.4,1001.8,85.2,9.5,139.9,12,7,30,2022-07-01T05:40:32,2022-07-01T19:12:20,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-02,33,24.4,28,37.3,24.4,30.2,22.9,75.3,2,100,4.17,rain,0,0,31.7,20.5,230.7,1000.4,77.4,10.2,158.8,13.5,8,30,2022-07-02T05:40:52,2022-07-02T19:12:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-03,32.1,24.3,26.9,36.2,24.3,28.2,23,80.4,24,100,4.17,rain,0,0,32.8,16.6,263.7,1000.4,94.1,12.5,183.5,15.9,9,30,2022-07-03T05:41:13,2022-07-03T19:12:24,0.14,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-04,27.1,23.9,25.5,30.6,23.9,26.4,23.7,89.7,99,100,8.33,rain,0,0,29.9,18.4,252.8,1000.8,92.8,5.4,206.8,17.7,8,30,2022-07-04T05:41:34,2022-07-04T19:12:24,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-05,32,23,26.8,37.9,23,28.7,23.6,83.6,25,100,8.33,rain,0,0,31,18.7,78.1,998.2,79.5,6.8,245.3,21.2,10,60,2022-07-05T05:41:56,2022-07-05T19:12:23,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-06,31,24,26.7,35.5,24,28.4,23.1,81.3,0.6,100,4.17,rain,0,0,24.8,22.3,150.1,1001.5,74.8,8.6,236,20.6,7,30,2022-07-06T05:42:18,2022-07-06T19:12:21,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-07,28,24,25.9,32.7,24,27,24.1,90.1,14.4,100,8.33,rain,0,0,18.4,13,237.1,1003.2,91.9,6.6,190,16.5,9,30,2022-07-07T05:42:41,2022-07-07T19:12:17,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-08,31,25,27.1,38.2,25,29.6,24.2,84.6,5,100,4.17,rain,0,0,34.9,16.6,243.5,1001.7,87.5,8.7,264.7,22.9,9,60,2022-07-08T05:43:04,2022-07-08T19:12:13,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-09,31,23,26.6,35.7,23,28.5,23.2,82.4,7.6,100,8.33,rain,0,0,42.5,22,272.5,1000.3,72.7,8.2,249,21.6,9,60,2022-07-09T05:43:27,2022-07-09T19:12:07,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-10,32.1,22,26.3,37.6,22,28.2,22.8,83,164.4,100,16.67,rain,0,0,38.2,129.6,293.6,1000.9,65.7,8.3,253.5,21.9,9,60,2022-07-10T05:43:51,2022-07-10T19:12:00,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-11,25,22.8,24.1,25,22.8,24.1,23.4,95.9,35,100,16.67,rain,0,0,37.8,18.4,281.3,1002.2,94.6,6.3,211,18.3,9,30,2022-07-11T05:44:15,2022-07-11T19:11:52,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-12,30.9,23.5,26,37.8,23.5,27.6,24,89.5,74,100,16.67,rain,0,0,44.3,24.1,286.5,1000.7,86.7,7.1,284.3,24.5,9,30,2022-07-12T05:44:39,2022-07-12T19:11:43,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-13,32,22.5,26.3,37.9,22.5,28,23.8,87,39,100,12.5,rain,0,0,49.3,28.4,298.9,998.1,89.9,6.5,244.3,21.3,9,30,2022-07-13T05:45:04,2022-07-13T19:11:33,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-14,32,23.1,26.8,36.9,23.1,28.8,23.5,83.1,17,100,12.5,rain,0,0,29.2,27.7,142.6,996.8,84.9,7.5,274.2,23.8,9,60,2022-07-14T05:45:28,2022-07-14T19:11:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-15,27,23.3,24.8,30.1,23.3,25.1,23.6,93.1,32,100,8.33,rain,0,0,40,18,223.4,998.8,92.2,5.3,209.2,18.1,9,30,2022-07-15T05:45:54,2022-07-15T19:11:09,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-16,31,23,26.5,36.5,23,28.8,23.6,85.2,29,100,4.17,rain,0,0,37.8,19.4,211.3,1001.2,88,6.1,65.1,5.7,4,30,2022-07-16T05:46:19,2022-07-16T19:10:55,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-17,29,23.9,26.3,33.6,23.9,27.8,24.1,87.6,5,100,4.17,rain,0,0,40,19.8,290.2,1003,80.3,8.8,163.8,14.1,8,30,2022-07-17T05:46:44,2022-07-17T19:10:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-18,31.8,23.8,26.5,38.3,23.8,28.3,23.9,86.5,56,100,16.67,rain,0,0,42.5,23.4,304.9,1000.7,88.2,7.6,244.6,21.2,8,30,2022-07-18T05:47:10,2022-07-18T19:10:23,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-19,29,24,25.5,34.5,24,26.2,23.8,90.2,3.5,100,12.5,rain,0,0,42.8,26.3,238.9,1002.2,89.7,6.5,218.4,18.9,8,30,2022-07-19T05:47:36,2022-07-19T19:10:06,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-20,27.9,23.3,24.8,31.5,23.3,25.2,23,89.7,2,100,12.5,rain,0,0,43.6,22.3,248.4,1004.1,91.4,9,117,10,5,30,2022-07-20T05:48:01,2022-07-20T19:09:47,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-21,28,23,24.9,31.1,23,25.4,23,89.5,7.7,100,12.5,rain,0,0,41.8,25.9,262.1,1004.8,91.3,7.2,109.3,9.5,4,10,2022-07-21T05:48:27,2022-07-21T19:09:27,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-22,26,23.5,24.7,26,23.5,24.7,23.3,92,33,100,8.33,rain,0,0,39.6,18.4,267.9,1005.7,93.8,6.9,21.2,1.8,1,10,2022-07-22T05:48:53,2022-07-22T19:09:06,0.78,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-23,26,23,24.1,26,23,24.1,23.1,93.9,45,100,8.33,rain,0,0,37.1,18.4,253.7,1003,95,5.4,41.4,3.5,2,10,2022-07-23T05:49:19,2022-07-23T19:08:44,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-24,25.7,22.8,24.2,25.7,22.8,24.2,23.2,94.4,62,100,8.33,rain,0,0,40.3,19.1,246.2,1002.4,93.3,3.9,128.4,11.1,7,30,2022-07-24T05:49:45,2022-07-24T19:08:21,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-25,25.1,22.8,23.7,25.1,22.8,23.7,22.8,95.3,45,100,16.67,rain,0,0,38.5,18.4,236.6,1005.4,96.1,7.5,23.9,2,1,10,2022-07-25T05:50:11,2022-07-25T19:07:56,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-26,27,22.5,24.7,29.6,22.5,25,22.8,89.4,8,100,8.33,rain,0,0,38.9,16.6,226.3,1007.4,90.3,9.5,80,7.1,4,10,2022-07-26T05:50:37,2022-07-26T19:07:30,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-27,30,22.7,25.5,35.1,22.7,26.4,22.6,84.8,0,0,0,rain,0,0,22,16.6,213.6,1007.9,84.9,9.1,140.1,12,6,30,2022-07-27T05:51:03,2022-07-27T19:07:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-28,29.3,23.5,26.2,33.2,23.5,27.7,23,83.2,1,100,4.17,rain,0,0,32,16.6,252.4,1009.2,75.3,8.1,134.1,11.5,8,30,2022-07-28T05:51:29,2022-07-28T19:06:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-29,30.6,23.8,26.7,35.8,23.8,28.3,22.8,80.2,4.2,100,12.5,rain,0,0,27.7,16.6,262.5,1008.5,79.1,9.8,216.4,18.6,9,30,2022-07-29T05:51:54,2022-07-29T19:06:06,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-30,31,24,26.7,34.6,24,28.1,22.8,80.4,0,0,0,rain,0,0,28.4,16.6,258.7,1007.2,71.2,8.9,283.8,24.3,10,30,2022-07-30T05:52:20,2022-07-30T19:05:36,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-07-31,31.5,23,26.8,36.2,23,28.2,22.5,78.7,0.1,100,4.17,rain,0,0,31.7,18.4,236.6,1005.1,51.2,9.9,258.4,22.5,10,30,2022-07-31T05:52:46,2022-07-31T19:05:05,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-01,29.6,23.1,26.1,33.8,23.1,27.3,22.2,79.3,0,0,0,rain,0,0,34.9,20.5,240.7,1005.5,49.4,8.6,268.3,23.1,9,30,2022-08-01T05:53:11,2022-08-01T19:04:32,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-02,32,23,26.7,36.8,23,28.6,22.6,78.7,0.4,100,8.33,rain,0,0,34.2,16.6,236.2,1004.5,52.3,9.3,244.1,20.8,8,30,2022-08-02T05:53:36,2022-08-02T19:03:59,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-03,33,24,27.6,38.1,24,29.9,23.3,79.1,0.5,100,8.33,rain,0,0,20.5,16.6,281.9,1004.2,86.5,8.9,288.5,24.9,10,30,2022-08-03T05:54:02,2022-08-03T19:03:24,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-04,31,24.1,26.1,37,24.1,27.3,24.1,89.2,10,100,12.5,rain,0,0,17.3,9.7,220.5,1003.9,78.4,7.6,210.5,18.1,8,60,2022-08-04T05:54:27,2022-08-04T19:02:49,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-05,33,24,27.6,38.5,24,29.8,23.5,79.9,9,100,8.33,rain,0,0,17.6,13,163,1002.1,71.9,7.7,271.1,23.3,9,60,2022-08-05T05:54:51,2022-08-05T19:02:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-06,33,23,27.3,39,23,29.4,23.5,81.1,29.4,100,8.33,rain,0,0,23.4,24.1,169.1,1000.7,65.9,7,292.3,25.4,9,60,2022-08-06T05:55:16,2022-08-06T19:01:34,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-07,30,24.5,27.1,36.1,24.5,29.1,24,83.6,1.7,100,12.5,rain,0,0,15.1,18.4,326.4,1000.2,75.7,9,225,19.2,7,60,2022-08-07T05:55:40,2022-08-07T19:00:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
