name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Pakkil, kottayam, kerala",2022-05-10,30.7,24.9,27.6,40.1,24.9,31.5,25.7,90.2,2,100,8.33,rain,0,0,35.3,22.3,320.4,982.7,88.9,5.1,94,8.2,5,30,2022-05-10T06:04:37,2022-05-10T18:36:14,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,ATVK,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-11,29.4,22,25,35.4,22,26.4,23.6,92,65,100,20.83,rain,0,0,23,12.1,88.2,1006.8,90.8,4.2,110.7,9.4,6,30,2022-05-11T06:04:23,2022-05-11T18:36:24,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-12,29.9,23,25.2,39.3,23,26.4,24.2,94.6,20,100,12.5,rain,0,0,19.8,12.5,94.6,1007.2,89.2,4.2,288.2,24.9,10,10,2022-05-12T06:04:10,2022-05-12T18:36:34,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-13,31.1,22,26,38.6,22,28.5,24.3,90.7,38,100,4.17,rain,0,0,20.5,13,69,1006.5,87,4.9,241.4,21,7,10,2022-05-13T06:03:58,2022-05-13T18:36:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-14,28,24,25.3,32.6,24,26.2,24.6,95.6,51,100,20.83,rain,0,0,19.8,16.6,183.4,1007.2,94.6,4.4,78,6.5,4,10,2022-05-14T06:03:46,2022-05-14T18:36:56,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-15,28.6,24,25.6,35.4,24,26.9,24.6,94.1,133,100,12.5,rain,0,0,33.1,22.3,283,1007.7,97.2,4.2,110.8,9.5,5,10,2022-05-15T06:03:36,2022-05-15T18:37:08,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-16,28.9,24,25.3,34.9,24,25.8,24.5,95.6,0.6,100,4.17,rain,0,0,19.8,13,113,1006.7,94.4,4,108.9,9.5,5,30,2022-05-16T06:03:26,2022-05-16T18:37:19,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-05-17,28.9,24,25.8,35.3,24,27.5,25.1,95.9,24.4,100,12.5,rain,0,0,38.9,9.4,165.6,1004.2,94.2,4.2,66.9,5.8,3,30,2022-05-17T06:03:17,2022-05-17T18:37:31,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-18,26.7,24,24.8,29.8,24,24.9,24.3,97,59,100,20.83,rain,0,0,37.4,9.4,211.9,1005.4,99.7,3.3,57.3,5,2,10,2022-05-18T06:03:08,2022-05-18T18:37:44,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-19,29,22,25,33.5,22,25.7,24.1,94.8,76,100,16.67,rain,0,0,17.6,9.4,41.3,1008.3,96.2,3.5,217.1,18.7,7,30,2022-05-19T06:03:01,2022-05-19T18:37:57,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-20,30,24,26.6,37.1,24,29,25,91.2,48,100,16.67,rain,0,0,31.7,14.8,200.9,1008.8,83.5,4.3,269.9,23.3,8,30,2022-05-20T06:02:54,2022-05-20T18:38:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-21,31.8,24.6,26.9,42.8,24.6,29.6,25.3,91.6,27,100,16.67,rain,0,0,23,18.4,232.5,986.3,86.1,4.7,285.5,24.8,9,10,2022-05-21T06:02:48,2022-05-21T18:38:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,ATVK,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-22,30.3,24,26.3,38.5,24,27.9,24.8,91.8,11,100,8.33,rain,0,0,24.5,11.2,7.7,1007.6,85.9,4.5,279.1,24.2,9,30,2022-05-22T06:02:42,2022-05-22T18:38:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-23,30,24,26.4,37.4,24,28.7,24.9,91.3,48,100,8.33,rain,0,0,22,16.6,245.1,1006.5,81.3,5.1,249,21.5,9,30,2022-05-23T06:02:38,2022-05-23T18:38:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-24,31,24.8,27.2,39,24.8,30.3,25.3,90.1,95,100,12.5,rain,0,0,18.4,18.4,200.7,1008.1,74.8,4.8,270.9,23.5,9,30,2022-05-24T06:02:34,2022-05-24T18:39:05,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-25,32.4,25,27.8,42.6,25,31.6,25.4,87.4,3.2,100,25,rain,0,0,17.3,24.1,243.7,1008.7,64.3,4.9,258.8,22.3,8,60,2022-05-25T06:02:31,2022-05-25T18:39:19,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-26,30,25,26.8,36.1,25,29.1,24.8,89.4,11,100,4.17,rain,0,0,15.8,14.8,238,1009.6,82.6,5.1,262.7,22.6,9,60,2022-05-26T06:02:29,2022-05-26T18:39:34,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-27,31.5,24,27.3,39.2,24,30.1,24.6,86.2,5.4,100,37.5,rain,0,0,17.3,16.6,236.7,1009.5,69.7,4.6,282.8,24.4,9,60,2022-05-27T06:02:27,2022-05-27T18:39:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-28,31,24,26.8,39,24,29.2,24.5,88,18,100,8.33,rain,0,0,13.7,18.4,52.3,1008.8,75.4,5.1,283.5,24.4,9,30,2022-05-28T06:02:27,2022-05-28T18:40:04,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-29,31.6,24,27.1,40.1,24,30.3,24.4,86.9,19,100,8.33,rain,0,0,11.9,7.6,147.1,1008.3,67.4,6.5,281,24.2,9,30,2022-05-29T06:02:27,2022-05-29T18:40:19,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VWSK,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-05-30,33.2,24,28.1,41.6,24,31.5,24.4,81.9,2,100,37.5,rain,0,0,15.1,22.3,267.3,1007.5,62.2,5.4,275.4,23.9,9,30,2022-05-30T06:02:27,2022-05-30T18:40:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-05-31,32.2,24.8,27.8,40.3,24.8,30.7,24.3,82.1,6.3,100,37.5,rain,0,0,18.7,20.5,282.7,1007.4,64.6,4.9,283.3,24.4,9,30,2022-05-31T06:02:29,2022-05-31T18:40:50,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-06-01,32,24,27.2,39.5,24,30,24.2,84.7,2,100,4.17,rain,0,0,17.3,14.8,281.8,1007.5,68.2,4.9,241.4,20.8,8,30,2022-06-01T06:02:31,2022-06-01T18:41:05,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-02,32,24.7,27.8,39.3,24.7,30.8,24.5,83.1,8,100,8.33,rain,0,0,17.6,18.4,273,1007.4,62.3,5,273.8,23.5,9,30,2022-06-02T06:02:34,2022-06-02T18:41:21,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-03,32,25,28.1,40.5,25,32.1,25.2,85.3,3,100,4.17,rain,0,0,23.4,18.4,286.7,1006.9,66.3,4.9,260.4,22.6,8,60,2022-06-03T06:02:37,2022-06-03T18:41:37,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VWSK,43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-04,32.6,24,27.9,42.8,24,32.2,24.9,84.4,5.7,100,33.33,rain,0,0,20.9,18.4,251.4,1006.2,56.8,6,216.3,18.7,7,60,2022-06-04T06:02:42,2022-06-04T18:41:53,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VWSK,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-05,33,25,28.3,44,25,32.8,25.4,85.1,5,100,8.33,rain,0,0,17.6,18.4,228.6,1006.3,69.6,5.8,255.6,22.2,8,60,2022-06-05T06:02:46,2022-06-05T18:42:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-06,31.6,24,27.2,41.8,24,30.5,24.9,87.8,8,100,8.33,rain,0,0,14.8,13,261,1006.9,80.4,6.1,235.7,20.5,8,60,2022-06-06T06:02:52,2022-06-06T18:42:25,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-06-07,30,23.7,26.5,35.9,23.7,28.7,24.6,89.5,21.1,100,8.33,rain,0,0,13.3,9.4,26,1008.3,90.4,4.8,173.6,14.9,7,30,2022-06-07T06:02:58,2022-06-07T18:42:41,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-08,32.1,24,27.4,40.3,24,30.1,24.3,84.4,4.9,100,8.33,rain,0,0,20.2,18.4,309.7,1008.2,65.6,5.3,237,20.5,9,30,2022-06-08T06:03:05,2022-06-08T18:42:56,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-09,32.7,24,27.7,43.7,24,31.3,24.9,85.7,3,100,4.17,rain,0,0,19.1,24.1,299,1007.5,54.9,5.2,290.1,25.1,9,30,2022-06-09T06:03:12,2022-06-09T18:43:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-06-10,31,24,26.9,40.3,24,29.6,24.7,87.9,14,100,8.33,rain,0,0,16.2,14.8,262.2,1008.1,60,6,269.6,23.3,9,30,2022-06-10T06:03:20,2022-06-10T18:43:28,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-11,31,23.9,26.3,38.5,23.9,28.1,24,87.5,19,100,4.17,rain,0,0,15.8,16.6,218.9,1009.3,79.1,11.9,178.1,15.4,8,30,2022-06-11T06:03:28,2022-06-11T18:43:43,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-12,30.9,24,26.7,39.3,24,28.9,24.5,88.2,1,100,8.33,rain,0,0,15.5,9.4,104.9,1009.2,81.4,5.1,277.8,23.9,9,30,2022-06-12T06:03:37,2022-06-12T18:43:59,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-13,32,23.9,27.5,39.1,23.9,30.5,24.3,83.8,0.2,100,4.17,rain,0,0,19.4,22.3,306.8,1009.2,65.3,6.4,275.1,23.8,9,30,2022-06-13T06:03:47,2022-06-13T18:44:14,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-14,32.5,24,27.9,41.4,24,31.3,24.3,81.7,2.8,100,4.17,rain,0,0,20.5,22.3,296,1008.5,69.9,6.4,273,23.5,9,60,2022-06-14T06:03:56,2022-06-14T18:44:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-15,29,24,26.2,36,24,28.1,24.6,91.3,29,100,12.5,rain,0,0,20.5,13,79.2,1008.1,83.8,4.4,260.7,22.6,9,30,2022-06-15T06:04:07,2022-06-15T18:44:44,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-16,31.9,23,26.4,41.3,23,28.7,24,87.3,11.4,100,12.5,rain,0,0,23.4,22.3,298.6,1008,82.3,4.8,228.2,19.8,8,30,2022-06-16T06:04:18,2022-06-16T18:44:59,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-17,32.1,23,26.8,40.5,23,29.1,24.4,87.6,1,100,4.17,rain,0,0,16.2,18.4,232.6,1007.2,80.7,5,257.9,22.3,9,30,2022-06-17T06:04:29,2022-06-17T18:45:13,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-18,30.1,24,26.5,38.2,24,28.3,24.5,89.5,3,100,4.17,rain,0,0,12.6,16.6,318.5,1007.6,85,4.6,157.1,13.6,8,30,2022-06-18T06:04:41,2022-06-18T18:45:27,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-19,31.8,24,27.2,39.7,24,29.6,24.3,85.2,9,100,4.17,rain,0,0,19.4,22.3,315.5,1008.3,76.9,6.1,269.5,23.2,9,30,2022-06-19T06:04:53,2022-06-19T18:45:41,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-06-20,32.9,25,27.5,42.3,25,30.1,24.5,84.6,3,100,4.17,rain,0,0,22,25.9,322.7,1007.6,66,5.4,262.1,22.6,8,30,2022-06-20T06:05:05,2022-06-20T18:45:55,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-21,30.7,24,26.4,37.3,24,28.1,23.9,86.6,18.4,100,12.5,rain,0,0,19.4,18.4,320.9,1007.2,82.8,5.2,245.4,21.1,8,10,2022-06-21T06:05:18,2022-06-21T18:46:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-22,31.3,23,26.6,40.7,23,28.7,23.6,84.6,6.8,100,12.5,rain,0,0,14.8,13,258.3,1008.1,79,5,249.8,21.6,8,10,2022-06-22T06:05:31,2022-06-22T18:46:21,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-23,32,24,27.3,39.1,24,29.9,24.6,86.1,0.8,100,4.17,rain,0,0,16.2,18.4,280.4,1008.9,68.1,5.2,222.2,19.2,7,30,2022-06-23T06:05:44,2022-06-23T18:46:33,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-24,30,24.1,26.8,36.4,24.1,28.9,24.7,89.1,14.2,100,8.33,rain,0,0,20.2,14.8,264.3,1008.5,77,4.7,215.2,18.6,9,30,2022-06-24T06:05:58,2022-06-24T18:46:45,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999,VWTI"
"Pakkil, kottayam, kerala",2022-06-25,28.5,23.5,25.8,33.3,23.5,27.1,24.2,91.5,53,100,16.67,rain,0,0,24.8,14.8,0.3,1007.4,90.8,4.9,262.5,22.7,9,30,2022-06-25T06:06:12,2022-06-25T18:46:57,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-26,32.2,24,27.8,40.4,24,30.8,24.8,84.7,30,100,12.5,rain,0,0,26.3,22.3,284.8,1007.2,69.4,5.4,294,25.4,9,30,2022-06-26T06:06:26,2022-06-26T18:47:08,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-27,32.4,24,27.4,42.8,24,30.5,24.8,86.1,0.6,100,4.17,rain,0,0,26.6,22.3,300.5,1008.4,58,5.3,286.5,24.8,9,10,2022-06-27T06:06:40,2022-06-27T18:47:18,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-28,30.7,24,25.3,39.8,24,26,24.2,93.9,27.4,100,20.83,rain,0,0,29.5,25.9,330.7,1008.5,86.1,4.7,284,24.7,9,30,2022-06-28T06:06:55,2022-06-28T18:47:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-29,28.4,24,25.6,33.6,24,26.8,24.2,92.4,24,100,12.5,rain,0,0,28.4,14.8,323.1,1007.6,85.4,4.7,274,23.7,9,30,2022-06-29T06:07:09,2022-06-29T18:47:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-06-30,27,24,24.5,30.5,24,24.6,23.8,96.3,43,100,16.67,rain,0,0,32.8,22.3,296.2,1007.6,90.2,4.2,204.2,17.7,7,30,2022-06-30T06:07:24,2022-06-30T18:47:47,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-01,29,23,25.8,36.5,23,27.2,24,90.5,19,100,16.67,rain,0,0,46.4,25.9,327.9,1007.5,81.5,4.5,266.5,23.1,9,30,2022-07-01T06:07:39,2022-07-01T18:47:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-02,29,24,26.6,35.7,24,29,24.7,89.5,6.2,100,8.33,rain,0,0,31.7,25.9,315.4,1006.3,90.3,4.9,257.3,22.3,9,10,2022-07-02T06:07:54,2022-07-02T18:48:03,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-07-03,28.6,23.9,25.2,32.2,23.9,25.7,24.1,93.8,23.8,100,16.67,rain,0,0,50,31.7,277,1007.6,94.4,4.4,170,14.7,7,10,2022-07-03T06:08:09,2022-07-03T18:48:11,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-07-04,29.7,23,25.1,35.6,23,25.9,23.6,91.8,9,100,16.67,rain,0,0,51.5,27.7,328.9,1007.7,92.9,4.4,240.8,20.7,8,10,2022-07-04T06:08:24,2022-07-04T18:48:17,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-05,26,23,24.4,26,23,24.4,23.8,96.4,17,100,4.17,rain,0,0,40,16.6,300.7,1007.2,97.1,3.4,61.3,5.4,2,10,2022-07-05T06:08:39,2022-07-05T18:48:23,0.21,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-06,26.6,22.9,24.4,26.6,22.9,24.4,23.4,94.5,37,100,12.5,rain,0,0,33.8,18.4,342.1,1008.4,97.5,6.7,23.4,2,1,10,2022-07-06T06:08:54,2022-07-06T18:48:29,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-07,26.8,23,24.7,29.6,23,24.8,23.6,93.4,10,100,8.33,rain,0,0,33.8,22.3,318.5,1010.3,93.9,3.8,26.9,2.3,1,10,2022-07-07T06:09:09,2022-07-07T18:48:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-08,30,23,25.7,35.7,23,27.1,23.6,88.4,0.4,100,4.17,rain,0,0,34.6,18.4,320.1,1009.5,82.9,5,278.9,24.2,9,10,2022-07-08T06:09:23,2022-07-08T18:48:37,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-09,29.6,23,24.9,37.3,23,25.7,23.7,93.6,17.6,100,16.67,rain,0,0,36.7,16.6,300.3,1008.4,94.6,4.3,116.7,10,6,10,2022-07-09T06:09:38,2022-07-09T18:48:41,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-10,29,24,25.9,34.7,24,27.7,24.3,91.2,8,100,8.33,rain,0,0,38.9,25.9,284,1008.2,92.2,4.5,272.3,23.5,9,30,2022-07-10T06:09:53,2022-07-10T18:48:43,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-11,29.3,23,26,35.8,23,27.6,24.4,91.5,4,100,4.17,rain,0,0,36.4,22.3,271.6,1010.4,88.8,4.9,231,19.9,8,30,2022-07-11T06:10:07,2022-07-11T18:48:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-12,29,24,26.3,35.3,24,28,24.5,90.6,3,100,8.33,rain,0,0,32.4,18.4,277.1,1010.3,86.9,5.4,229.8,20.1,8,30,2022-07-12T06:10:22,2022-07-12T18:48:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-07-13,29,24,25.9,35.7,24,27.1,24.3,91.2,3.2,100,8.33,rain,0,0,35.3,25.9,269.2,1008.4,90.9,5.3,264.3,22.9,9,30,2022-07-13T06:10:36,2022-07-13T18:48:46,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-07-14,30.8,24,26.6,38.2,24,28.4,24.9,90.4,18.5,100,66.67,rain,0,0,38.9,16.6,252.6,1007,87.2,5,277.7,24.1,9,30,2022-07-14T06:10:50,2022-07-14T18:48:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999,VWTI"
"Pakkil, kottayam, kerala",2022-07-15,30,24,26.3,36.1,24,27.5,24.6,90.9,11,100,8.33,rain,0,0,31,22.3,244.4,1007.3,85.5,4.7,271,23.4,9,30,2022-07-15T06:11:04,2022-07-15T18:48:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-16,30.5,24,26.1,38.7,24,28.3,24.2,90,5.2,100,37.5,rain,0,0,18.7,37.1,257.7,1007.9,85.8,4.4,269.1,23.1,9,10,2022-07-16T06:11:17,2022-07-16T18:48:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-17,29,24,25.5,35.5,24,26.6,24.5,94.5,5,100,4.17,rain,0,0,37.1,18.4,333.2,1008.2,90.5,4.6,262.5,22.5,9,30,2022-07-17T06:11:30,2022-07-17T18:48:40,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-18,28,20.6,24.6,32.6,20.6,25,23.8,94.8,12,100,8.33,rain,0,0,29.9,26.2,238.3,1009.1,98.1,5.3,237.8,20.6,8,10,2022-07-18T06:11:44,2022-07-18T18:48:36,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43353099999,AUVM,VOCI,43355099999,43354099999,remote,43352099999"
